game,date,time,field,bracket,ROUND,team,SCORE
88,4/21/12,4:00 PM,BYC Garnet Valley MS,U13A,4,BYC,
88,4/21/12,4:00 PM,BYC Garnet Valley MS,U13A,3,COV,
3,4/21/12,4:00 PM,CVL Mt Kirk,U15A,3,CVL,
3,4/21/12,4:00 PM,CVL Mt Kirk,U15A,3,ASH,
188,4/21/12,12:00 PM,CVL Warrior Field,U11A,6,CVL,
188,4/21/12,12:00 PM,CVL Warrior Field,U11A,5,ASH,
463,4/21/12,2:00 PM,CVL Warrior Field,U11B,5,CVL1,
463,4/21/12,2:00 PM,CVL Warrior Field,U11B,3,LV2,
551,4/21/12,12:00 PM,KEN Legacy Field C,U11B,3,KEN2,
551,4/21/12,12:00 PM,KEN Legacy Field C,U11B,2,BYC1,
208,4/21/12,2:00 PM,KEN Legacy Field C,U13C,6,KEN,
208,4/21/12,2:00 PM,KEN Legacy Field C,U13C,5,CVL,
150,4/21/12,4:00 PM,KEN Legacy Field C,U13A,3,KEN,
150,4/21/12,4:00 PM,KEN Legacy Field C,U13A,4,AVG,
45,4/21/12,4:00 PM,LV Fellowship Field,U15A,3,LV,
45,4/21/12,4:00 PM,LV Fellowship Field,U15A,2,AVG,
447,4/21/12,10:00 AM,LV Hoeffecker,U13B,4,LV,
447,4/21/12,10:00 AM,LV Hoeffecker,U13B,5,WC4,
210,4/21/12,12:00 PM,LV Hoeffecker,U13C,4,LV,
210,4/21/12,12:00 PM,LV Hoeffecker,U13C,3,ABG,
307,4/21/12,2:00 PM,LV Hoeffecker,U15B,5,LV1,
307,4/21/12,2:00 PM,LV Hoeffecker,U15B,4,LV2,
352,4/21/12,12:00 PM,PHX PMYC,U13B,6,PHX,
352,4/21/12,12:00 PM,PHX PMYC,U13B,4,ST1,
