Date,Start,Finish,Team,Facility,Type,Opponent,DB ID
4/26/15,12:00 PM,1:15 PM,Boys U13 B1>Salem Snipers,Salem HS,Game,Boys U13 B1>JSG U13B,5200176
4/26/15,12:15 PM,1:30 PM,Boys U9 B>Antrim U9 Boys,Shea Field,Game,Boys U9 B>Derry U9B - Red,5208168
4/26/15,12:30 PM,1:45 PM,Girls U13 B>Derry,E. Derry Memorial School,Game,Girls U13 B>Pelham Lady Outlaws,5183004
4/26/15,12:30 PM,1:45 PM,Girls U11 B>Goffstown,Laurier St Field,Game,Girls U11 B>Amherst U11B - Black,5183131
4/26/15,12:30 PM,1:45 PM,Boys U15 B>Hooksett,Donati Field,Game,Boys U15 B>ORYA Red,5200260
4/26/15,12:45 PM,2:00 PM,Boys U11 C>Black Bear,Coe-Brown Lower,Game,Boys U11 C>Hampstead,5200903
4/26/15,1:00 PM,1:55 PM,Boys U15 C>Hudson Hawks White,Presentation of Mary,Game,Boys U15 C>Cocheco,5200337
4/26/15,1:00 PM,2:15 PM,Boys U11 A>Concord Crush Orange,Memorial Field,Game,Boys U11 A>Cocheco,5182659
4/26/15,1:00 PM,2:15 PM,Boys U15 B>Hampton Lacrosse - Hounds ,North Hampton School,Game,Boys U15 B>Rattlers U15B,5200259
4/26/15,1:00 PM,2:15 PM,Boys U15 C>Bedford,Bedford HS,Game,Boys U15 C>Lakes Region Lacrosse Club,5200334
4/26/15,1:00 PM,2:15 PM,Girls U11 A>Hampstead,Depot Road Field,Game,Girls U11 A>Exeter,5183196
4/26/15,1:00 PM,2:15 PM,Girls U11 B>JSG U11G,Bolton Field,Game,Girls U11 B>Merrimack Valley Blue Storm,5183130
4/26/15,1:00 PM,2:15 PM,Boys U11 B1>Hopkinton U11 Boys,Houston Fields #4,Game,Boys U11 B1>Derry U11B1,5187418
4/26/15,1:00 PM,2:15 PM,Girls U9 B>Concord Crush Orange,Martin Field,Game,Girls U9 B>Amherst U9B - Gold,5187781
4/26/15,1:00 PM,2:15 PM,Girls U11 A>Nashua ,Stellos Stadium,Game,Girls U11 A>Seacoast - Smith,5183197
4/26/15,1:00 PM,2:15 PM,Girls U11 A>Windham U11 Hopkins,Nashua Road,Game,Girls U11 A>Seacoast - Roelofs,5183195
4/26/15,1:00 PM,2:15 PM,Boys U9 B>Rattlers U9 Maroon,East Road Fields,Game,Boys U9 B>Hopkinton U9 boys,5208178
4/26/15,1:00 PM,2:15 PM,Girls U11 B>Hampton Lacrosse - Green,Winnacunnet High School ,Game,Girls U11 B>Pelham Lady Outlaws,5183133
4/26/15,1:00 PM,2:15 PM,Boys U11 A>Windham U11A,Griffin Park,Game,Boys U11 A>Nashua - Purple,5182658
4/26/15,1:15 PM,2:30 PM,Girls U15 B>Hollis Brookline,Hollis Middle,Game,Girls U15 B>Peterborough,5182883
4/26/15,1:45 PM,3:00 PM,Girls U13 B>Goffstown,Laurier St Field,Game,Girls U13 B>Nashua - White,5183001
4/26/15,2:00 PM,3:15 PM,Girls U13 B>Black Bear,Coe-Brown Lower,Game,Girls U13 B>Bedford,5183006
4/26/15,2:00 PM,3:15 PM,Girls U15 B>Hanover,Sachem Field,Game,Girls U15 B>Abenaki-Wolfeboro,5182881
4/26/15,2:15 PM,3:30 PM,Girls U13 B>Hampton Lacrosse - Blue,Winnacunnet High School ,Game,Girls U13 B>MYL Girls U13B Junior Tomahawks,5182999
4/26/15,2:15 PM,3:30 PM,Boys U15 B>Hopkinton U15 Boys,Houston Fields #4,Game,Boys U15 B>Nashua,5200258
4/26/15,2:15 PM,3:30 PM,Girls U9 B>JSG U9G,Bolton Field,Game,Girls U9 B>Nashua - White,5187776
4/26/15,2:15 PM,3:30 PM,Boys U9 B>Nashua - White,Stellos Stadium,Game,Boys U9 B>Keene Crush,5208175
4/26/15,2:15 PM,3:30 PM,Girls U15 A>Bedford,Bedford HS,Game,Girls U15 A>Hampton Lacrosse - Red,5182944
4/26/15,2:15 PM,3:30 PM,Boys U13 C>Rattlers U13C,East Road Fields,Game,Boys U13 C>Hampton Lacrosse - Warriors,5211061
4/26/15,2:15 PM,3:30 PM,Girls U13 A>Hampstead,Depot Road Field,Game,Girls U13 A>Exeter,5183083
4/26/15,2:30 PM,3:45 PM,Girls U11 B>Hollis Brookline,Hollis Middle,Game,Girls U11 B>MYL Girls U11B Junior Tomahawks,5183134
4/26/15,3:30 PM,4:45 PM,Girls U15 B>Hampton Lacrosse -White,Winnacunnet High School ,Game,Girls U15 B>Cocheco,5182888
4/26/15,3:30 PM,4:45 PM,Girls U15 B>Hampstead,Depot Road Field,Game,Girls U15 B>Goffstown,5182886
4/26/15,3:30 PM,4:45 PM,Girls U13 B>Exeter,Exeter High School,Game,Girls U13 B>ORYA White,5183003
4/26/15,3:30 PM,4:45 PM,Boys U15 B>Derry U15B,Humphrey Field,Game,Boys U15 B>Concord Crush Orange,5200264
4/26/15,3:30 PM,4:45 PM,Boys U11 B1>JSG U11B,Bolton Field,Game,Boys U11 B1>Bow,5187413
4/26/15,3:30 PM,4:45 PM,Boys U11 B2>Concord Crush Black,Memorial Field,Game,Boys U11 B2>Goffstown Maroon,5200967
4/26/15,3:45 PM,5:00 PM,Girls U11 A>Hollis Brookline,Hollis Middle,Game,Girls U11 A>Concord Crush Orange,5183198
5/3/15,8:00 AM,9:15 AM,Boys U11 C>Derry U11C,Humphrey Field,Game,Boys U11 C>Concord Crush White,5200910
5/3/15,8:00 AM,9:15 AM,Girls U11 B>Laconia Sachems,Laconia HS,Game,Girls U11 B>Keene Crush,5183144
5/3/15,8:00 AM,9:15 AM,Boys U9 A>Amherst U9A - Gold,Middle Bean,Game,Boys U9 A>Concord Crush Orange,5187853
5/3/15,8:00 AM,9:15 AM,Boys U9 B>Londonderry Boys U9 Cougars,Lincoln Field,Game,Boys U9 B>Merrimack Valley Blue Storm,5208195
5/3/15,8:00 AM,9:15 AM,Boys U13 B2>Abenaki-Wolfeboro,The Nick,Game,Boys U13 B2>Exeter,5194135
5/3/15,8:00 AM,9:15 AM,Girls U15 B>Abenaki-Wolfeboro,The Nick,Game,Girls U15 B>Hampton Lacrosse -White,5182897
5/3/15,8:00 AM,9:15 AM,Boys U15 B>Rattlers U15B,East Road Fields,Game,Boys U15 B>Goffstown,5200268
5/3/15,8:00 AM,9:15 AM,Girls U13 B>Merrimack Valley Blue Storm,Penacook Elem,Game,Girls U13 B>Hopkinton U13 Girls,5183020
5/3/15,8:00 AM,9:15 AM,Boys U15 B>Londonderry Boys U15 Warriors,L'Derry Middle School,Game,Boys U15 B>Hopkinton U15 Boys,5200267
5/3/15,8:00 AM,9:15 AM,Girls U13 B>Amherst U13B - Black,Lower Bean,Game,Girls U13 B>Black Bear,5183019
5/3/15,8:00 AM,9:15 AM,Girls U15 B>Londonderry Girls U15,West Road Field #2,Game,Girls U15 B>Lakes Region Lacrosse Club,5182894
5/3/15,8:00 AM,9:15 AM,Girls U9 B>Windham U9 Harvard,Searles School,Game,Girls U9 B>Derry,5187783
5/3/15,8:00 AM,9:15 AM,Boys U15 B>ORYA Red,little river park,Game,Boys U15 B>Hollis Brookline,5200271
5/3/15,8:00 AM,9:15 AM,Girls U15 B>MYL Girls U15B Junior Tomahawks,Bishop,Game,Girls U15 B>Laconia Sachems,5182896
5/3/15,8:00 AM,9:15 AM,Boys U13 B2>Peterborough,ConVal HS JV Field,Game,Boys U13 B2>Laconia Sachems,5194129
5/3/15,8:00 AM,9:15 AM,Boys U9 B>Hopkinton U9 boys,Houston Field #1,Game,Boys U9 B>Peterborough,5208193
5/3/15,8:00 AM,9:15 AM,Boys U9 B>Concord Crush Black,Memorial Field,Game,Boys U9 B>Antrim U9 Boys,5208196
5/3/15,8:00 AM,9:15 AM,Boys U15 C>Hanover,Sachem Field,Game,Boys U15 C>Cocheco,5200340
5/3/15,8:00 AM,9:15 AM,Girls U11 A>Concord Crush Orange,Martin Field,Game,Girls U11 A>Hampstead,5183201
5/3/15,8:00 AM,9:15 AM,Girls U13 A>Nashua - Purple,Stellos Stadium,Game,Girls U13 A>Londonderry Girls U13,5183087
5/3/15,8:00 AM,9:15 AM,Girls U9 B>MPAL U9 Blue,Memorial HS,Game,Girls U9 B>Londonderry U9 Cobras,5187788
5/3/15,8:00 AM,9:15 AM,Boys U13 B1>JSG U13B,Bolton Field,Game,Boys U13 B1>Rattlers U13B1,5200182
5/3/15,8:00 AM,9:15 AM,Boys U13 C>Exeter,Sawyer Field,Game,Boys U13 C>Salem,5211068
5/3/15,8:30 AM,9:45 AM,Boys U15 A>Salem Snipers,Salem HS,Game,Boys U15 A>Merrimack Valley Blue Storm,5182170
5/3/15,9:00 AM,10:15 AM,Boys U13 B1>Keene Crush Orange,Keene HS,Game,Boys U13 B1>ORYA White,5200187
5/3/15,9:00 AM,10:15 AM,Girls U11 A>Seacoast - Smith,Portsmouth High,Game,Girls U11 A>Londonderry U11 Girls,5183202
5/3/15,9:00 AM,10:15 AM,Boys U13 C>Cocheco,Bellamy 3,Game,Boys U13 C>Black Bear,5211069
5/3/15,9:00 AM,10:15 AM,Girls U13 B>Pelham Lady Outlaws,Muldoon Park,Game,Girls U13 B>JSG U13G,5183015
5/3/15,9:00 AM,10:15 AM,Girls U11 B>Bow,Gosling Field,Game,Girls U11 B>Windham U11 Syracuse,5183143
5/3/15,9:00 AM,10:15 AM,Boys U9 B>Hampstead Red,Phanzone,Game,Boys U9 B>Salem Snipers,5208187
5/3/15,9:15 AM,10:30 AM,Girls U13 A>Amherst U13A - Gold,Lower Bean,Game,Girls U13 A>Hollis Brookline,5183090
5/3/15,9:15 AM,10:30 AM,Boys U9 B>Litchfield U9,LLA - Sawmill Brook,Game,Boys U9 B>MPAL U9,5208197
5/3/15,9:15 AM,10:30 AM,Boys U11 B2>MPAL U11 White,Memorial HS,Game,Boys U11 B2>Peterborough,5200973
5/3/15,9:15 AM,10:30 AM,Boys U15 B>Laconia Sachems,Laconia HS,Game,Boys U15 B>Hudson Hawks Maroon,5200276
5/3/15,9:15 AM,10:30 AM,Boys U15 C>Londonderry Boys U15 Wolves,West Road Field #1,Game,Boys U15 C>MYL Boys U15B Junior Tomahawks,5200341
5/3/15,9:15 AM,10:30 AM,Boys U9 B>Derry U9B - Red,Humphrey Field,Game,Boys U9 B>Abenaki-Wolfeboro,5208183
5/3/15,9:15 AM,10:30 AM,Boys U13 B2>Plymouth Youth Lacrosse,Bridge Road,Game,Boys U13 B2>Hooksett,5194130
5/3/15,9:15 AM,10:30 AM,Girls U13 B>Nashua - White,Stellos Stadium,Game,Girls U13 B>Exeter,5183014
5/3/15,9:15 AM,10:30 AM,Girls U13 B>Abenaki-Wolfeboro,The Nick,Game,Girls U13 B>Bow,5183021
